start_date,end_date,gasolina_IO95,gasoleo_rodoviario,gasoleo_colorido_marcado,gasolina_IO98,pdf_url
2016-12-26,2017-01-01,1.433,1.192,0.706,1.583,https://joram.madeira.gov.pt/joram/2serie/Ano de 2016/IISerie-224-2016-12-22Supl.pdf
2017-01-02,2017-01-08,1.436,1.199,0.706,1.586,https://joram.madeira.gov.pt/joram/2serie/Ano de 2016/IISerie-227-2016-12-29.pdf
2017-01-09,2017-01-15,1.459,1.219,0.725,1.609,https://joram.madeira.gov.pt/joram/2serie/Ano de 2017/IISerie-003-2017-01-06.pdf
2017-01-16,2017-01-22,1.465,1.224,0.73,1.615,https://joram.madeira.gov.pt/joram/2serie/Ano de 2017/IISerie-008-2017-01-13Supl.pdf
2017-01-23,2017-01-29,1.462,1.216,0.722,1.612,https://joram.madeira.gov.pt/joram/2serie/Ano de 2017/IISerie-013-2017-01-20Supl2.pdf
2017-01-30,2017-02-05,1.464,1.214,0.72,1.614,https://joram.madeira.gov.pt/joram/2serie/Ano de 2017/IISerie-018-2017-01-27.pdf
2017-02-06,2017-02-12,1.465,1.217,0.723,1.615,https://joram.madeira.gov.pt/joram/2serie/Ano de 2017/IISerie-023-2017-02-03Supl.pdf
2017-02-13,2017-02-19,1.467,1.217,0.723,1.617,https://joram.madeira.gov.pt/joram/2serie/Ano de 2017/IISerie-028-2017-02-10Supl.pdf
2017-02-20,2017-02-26,1.472,1.219,0.725,1.622,https://joram.madeira.gov.pt/joram/2serie/Ano de 2017/IISerie-032-2017-02-17Supl.pdf
2017-02-27,2017-03-05,1.474,1.22,0.726,1.624,https://joram.madeira.gov.pt/joram/2serie/Ano de 2017/IISerie-037-2017-02-24Supl.pdf
2017-03-06,2017-03-12,1.474,1.224,0.727,1.624,https://joram.madeira.gov.pt/joram/2serie/Ano de 2017/IISerie-040-2017-03-03.pdf
2017-03-13,2017-03-19,1.466,1.222,0.725,1.616,https://joram.madeira.gov.pt/joram/2serie/Ano de 2017/IISerie-045-2017-03-10.pdf
2017-03-20,2017-03-26,1.456,1.214,0.718,1.606,https://joram.madeira.gov.pt/joram/2serie/Ano de 2017/IISerie-049-2017-03-17Supl3.pdf
2017-03-27,2017-04-02,1.439,1.197,0.702,1.589,https://joram.madeira.gov.pt/joram/2serie/Ano de 2017/IISerie-054-2017-03-24Supl.pdf
2017-04-03,2017-04-09,1.434,1.187,0.693,1.584,https://joram.madeira.gov.pt/joram/2serie/Ano de 2017/IISerie-059-2017-03-31Supl.pdf
2017-04-10,2017-04-16,1.445,1.189,0.695,1.595,https://joram.madeira.gov.pt/joram/2serie/Ano de 2017/IISerie-064-2017-04-07Supl.pdf
2017-04-17,2017-04-23,1.459,1.202,0.707,1.609,https://joram.madeira.gov.pt/joram/2serie/Ano de 2017/IISerie-067-2017-04-12Supl.pdf
2017-05-01,2017-05-07,1.472,1.213,0.717,1.622,https://joram.madeira.gov.pt/joram/2serie/Ano de 2017/IISerie-075-2017-04-28Supl2.pdf
2017-05-15,2017-05-21,1.443,1.182,0.689,1.593,https://joram.madeira.gov.pt/joram/2serie/Ano de 2017/IISerie-083-2017-05-12Supl2.pdf
2017-05-22,2017-05-28,1.438,1.172,0.679,1.588,https://joram.madeira.gov.pt/joram/2serie/Ano de 2017/IISerie-087-2017-05-19Supl2.pdf
2017-05-29,2017-06-04,1.438,1.174,0.682,1.588,https://joram.madeira.gov.pt/joram/2serie/Ano de 2017/IISerie-091-2017-05-26.pdf
2017-06-05,2017-06-11,1.434,1.169,0.683,1.584,https://joram.madeira.gov.pt/joram/2serie/Ano de 2017/IISerie-096-2017-06-02Supl.pdf
2017-06-12,2017-06-18,1.43,1.164,0.678,1.58,https://joram.madeira.gov.pt/joram/2serie/Ano de 2017/IISerie-101-2017-06-09.pdf
2017-06-19,2017-06-25,1.418,1.144,0.66,1.568,https://joram.madeira.gov.pt/joram/2serie/Ano de 2017/IISerie-105-2017-06-16.pdf
2017-06-26,2017-07-02,1.41,1.136,0.653,1.56,https://joram.madeira.gov.pt/joram/2serie/Ano de 2017/IISerie-110-2017-06-23.pdf
2017-07-03,2017-07-09,1.423,1.122,0.645,1.573,https://joram.madeira.gov.pt/joram/2serie/Ano de 2017/IISerie-114-2017-06-30.pdf
2017-07-10,2017-07-16,1.42,1.121,0.643,1.57,https://joram.madeira.gov.pt/joram/2serie/Ano de 2017/IISerie-119-2017-07-07Supl2.pdf
2017-07-17,2017-07-23,1.419,1.126,0.648,1.569,https://joram.madeira.gov.pt/joram/2serie/Ano de 2017/IISerie-123-2017-07-14.pdf
2017-07-24,2017-07-30,1.422,1.128,0.65,1.572,https://joram.madeira.gov.pt/joram/2serie/Ano de 2017/IISerie-128-2017-07-21Supl.pdf
2017-07-31,2017-08-06,1.422,1.13,0.652,1.572,https://joram.madeira.gov.pt/joram/2serie/Ano de 2017/IISerie-133-2017-07-28.pdf
2017-08-07,2017-08-13,1.422,1.133,0.653,1.572,https://joram.madeira.gov.pt/joram/2serie/Ano de 2017/IISerie-137-2017-08-03Supl.pdf
2017-08-14,2017-08-20,1.429,1.146,0.665,1.579,https://joram.madeira.gov.pt/joram/2serie/Ano de 2017/IISerie-142-2017-08-11Supl.pdf
2017-08-21,2017-08-27,1.432,1.148,0.667,1.582,https://joram.madeira.gov.pt/joram/2serie/Ano de 2017/IISerie-144-2017-08-18Supl.pdf
2017-08-28,2017-09-03,1.43,1.147,0.666,1.58,https://joram.madeira.gov.pt/joram/2serie/Ano de 2017/IISerie-148-2017-08-25Supl.pdf
2017-09-04,2017-09-10,1.434,1.147,0.666,1.584,https://joram.madeira.gov.pt/joram/2serie/Ano de 2017/IISerie-153-2017-09-01.pdf
2017-09-11,2017-09-17,1.453,1.154,0.673,1.603,https://joram.madeira.gov.pt/joram/2serie/Ano de 2017/IISerie-157-2017-09-08.pdf
2017-09-18,2017-09-24,1.466,1.169,0.687,1.616,https://joram.madeira.gov.pt/joram/2serie/Ano de 2017/IISerie-162-2017-09-15.pdf
2017-09-25,2017-10-01,1.464,1.175,0.692,1.614,https://joram.madeira.gov.pt/joram/2serie/Ano de 2017/IISerie-166-2017-09-22.pdf
2017-10-02,2017-10-08,1.462,1.18,0.699,1.612,https://joram.madeira.gov.pt/joram/2serie/Ano de 2017/IISerie-170-2017-09-29Supl.pdf
2017-10-09,2017-10-15,1.459,1.192,0.709,1.609,https://joram.madeira.gov.pt/joram/2serie/Ano de 2017/IISerie-172-2017-10-06.pdf
2017-10-16,2017-10-22,1.452,1.19,0.708,1.602,https://joram.madeira.gov.pt/joram/2serie/Ano de 2017/IISerie-177-2017-10-13Supl.pdf
2017-10-23,2017-10-29,1.448,1.185,0.703,1.598,https://joram.madeira.gov.pt/joram/2serie/Ano de 2017/IISerie-181-2017-10-20Supl2.pdf
2017-10-30,2017-11-05,1.446,1.187,0.705,1.596,https://joram.madeira.gov.pt/joram/2serie/Ano de 2017/IISerie-186-2017-10-27Supl.pdf
2017-11-13,2017-11-19,1.468,1.198,0.72,1.618,https://joram.madeira.gov.pt/joram/2serie/Ano de 2017/IISerie-192-2017-11-10Supl.pdf
2017-11-20,2017-11-26,1.468,1.2,0.722,1.618,https://joram.madeira.gov.pt/joram/2serie/Ano de 2017/IISerie-197-2017-11-17Supl2.pdf
2017-11-27,2017-12-03,1.47,1.208,0.729,1.62,https://joram.madeira.gov.pt/joram/2serie/Ano de 2017/IISerie-202-2017-11-24Supl.pdf
2017-12-04,2017-12-10,1.469,1.211,0.729,1.619,https://joram.madeira.gov.pt/joram/2serie/Ano de 2017/IISerie-206-2017-11-30Supl.pdf
2017-12-18,2017-12-24,1.46,1.207,0.725,1.61,https://joram.madeira.gov.pt/joram/2serie/Ano de 2017/IISerie-214-2017-12-15Supl.pdf
2018-01-01,2018-01-07,1.465,1.214,0.731,1.615,https://joram.madeira.gov.pt/joram/2serie/Ano de 2017/IISerie-219-2017-12-27Supl2.pdf
2018-01-08,2018-01-14,1.472,1.224,0.741,1.622,https://joram.madeira.gov.pt/joram/2serie/Ano de 2018/IISerie-004-2018-01-05Supl2.pdf
2018-01-15,2018-01-21,1.476,1.237,0.753,1.626,https://joram.madeira.gov.pt/joram/2serie/Ano de 2018/IISerie-008-2018-01-12Supl.pdf
2018-01-22,2018-01-28,1.473,1.235,0.751,1.623,https://joram.madeira.gov.pt/joram/2serie/Ano de 2018/IISerie-011-2018-01-19Supl.pdf
2018-02-05,2018-02-11,1.482,1.242,0.754,1.632,https://joram.madeira.gov.pt/joram/2serie/Ano de 2018/IISerie-020-2018-02-02.pdf
2018-02-12,2018-02-18,1.481,1.24,0.753,1.631,https://joram.madeira.gov.pt/joram/2serie/Ano de 2018/IISerie-023-2018-02-09Supl.pdf
2018-02-19,2018-02-25,1.471,1.229,0.743,1.621,https://joram.madeira.gov.pt/joram/2serie/Ano de 2018/IISerie-026-2018-02-16.pdf
2018-03-05,2018-03-11,1.454,1.21,0.729,1.604,https://joram.madeira.gov.pt/joram/2serie/Ano de 2018/IISerie-035-2018-03-02Supl.pdf
2018-03-19,2018-03-25,1.442,1.203,0.723,1.592,https://joram.madeira.gov.pt/joram/2serie/Ano de 2018/IISerie-044-2018-03-16Supl.pdf
2018-03-26,2018-04-01,1.444,1.206,0.726,1.594,https://joram.madeira.gov.pt/joram/2serie/Ano de 2018/IISerie-047-2018-03-23.pdf
2018-04-09,2018-04-15,1.454,1.214,0.735,1.604,https://joram.madeira.gov.pt/joram/2serie/Ano de 2018/IISerie-051-2018-04-03.pdf
2018-04-16,2018-04-22,1.481,1.227,0.747,1.631,https://joram.madeira.gov.pt/joram/2serie/Ano de 2018/IISerie-058-2018-04-13Supl2.pdf
2018-04-23,2018-04-29,1.493,1.238,0.758,1.643,https://joram.madeira.gov.pt/joram/2serie/Ano de 2018/IISerie-061-2018-04-20.pdf
2018-04-30,2018-05-06,1.501,1.246,0.765,1.651,https://joram.madeira.gov.pt/joram/2serie/Ano de 2018/IISerie-065-2018-04-27Supl.pdf
2018-05-07,2018-05-13,1.513,1.254,0.777,1.663,https://joram.madeira.gov.pt/joram/2serie/Ano de 2018/IISerie-068-2018-05-04Supl.pdf
2018-05-14,2018-05-20,1.52,1.261,0.783,1.67,https://joram.madeira.gov.pt/joram/2serie/Ano de 2018/IISerie-070-2018-05-11Supl.pdf
2018-05-21,2018-05-27,1.538,1.279,0.799,1.688,https://joram.madeira.gov.pt/joram/2serie/Ano de 2018/IISerie-072-2018-05-18Supl.pdf
2018-05-28,2018-06-03,1.564,1.304,0.822,1.714,https://joram.madeira.gov.pt/joram/2serie/Ano de 2018/IISerie-077-2018-05-25Supl.pdf
2018-06-04,2018-06-10,1.571,1.313,0.835,1.721,https://joram.madeira.gov.pt/joram/2serie/Ano de 2018/IISerie-080-2018-06-01.pdf
2018-06-11,2018-06-17,1.573,1.316,0.837,1.723,https://joram.madeira.gov.pt/joram/2serie/Ano de 2018/IISerie-084-2018-06-08.pdf
2018-06-25,2018-07-01,1.564,1.305,0.827,1.714,https://joram.madeira.gov.pt/joram/2serie/Ano de 2018/IISerie-086-2018-06-18Supl.pdf
2018-07-02,2018-07-08,1.559,1.302,0.824,1.709,https://joram.madeira.gov.pt/joram/2serie/Ano de 2018/IISerie-092-2018-06-27.pdf
2018-07-09,2018-07-15,1.51,1.28,0.815,1.66,https://joram.madeira.gov.pt/joram/2serie/Ano de 2018/IISerie-099-2018-07-06Supl.pdf
2018-07-16,2018-07-22,1.511,1.282,0.817,1.661,https://joram.madeira.gov.pt/joram/2serie/Ano de 2018/IISerie-102-2018-07-13Supl.pdf
2018-07-23,2018-07-29,1.511,1.28,0.816,1.661,https://joram.madeira.gov.pt/joram/2serie/Ano de 2018/IISerie-106-2018-07-20Supl.pdf
2018-07-30,2018-08-05,1.505,1.272,0.808,1.655,https://joram.madeira.gov.pt/joram/2serie/Ano de 2018/IISerie-111-2018-07-27.pdf
2018-08-06,2018-08-12,1.515,1.274,0.811,1.665,https://joram.madeira.gov.pt/joram/2serie/Ano de 2018/IISerie-115-2018-08-02Supl.pdf
2018-08-13,2018-08-19,1.523,1.277,0.814,1.673,https://joram.madeira.gov.pt/joram/2serie/Ano de 2018/IISerie-120-2018-08-10Supl.pdf
2018-08-20,2018-08-26,1.523,1.279,0.816,1.673,https://joram.madeira.gov.pt/joram/2serie/Ano de 2018/IISerie-124-2018-08-17Supl.pdf
2018-08-27,2018-09-02,1.524,1.283,0.82,1.674,https://joram.madeira.gov.pt/joram/2serie/Ano de 2018/IISerie-128-2018-08-24.pdf
2018-09-03,2018-09-09,1.529,1.287,0.822,1.679,https://joram.madeira.gov.pt/joram/2serie/Ano de 2018/IISerie-132-2018-08-31.pdf
2018-09-10,2018-09-16,1.534,1.295,0.83,1.684,https://joram.madeira.gov.pt/joram/2serie/Ano de 2018/IISerie-136-2018-09-07Supl.pdf
2018-09-17,2018-09-23,1.544,1.311,0.845,1.694,https://joram.madeira.gov.pt/joram/2serie/Ano de 2018/IISerie-141-2018-09-14Supl.pdf
2018-09-24,2018-09-30,1.545,1.312,0.846,1.695,https://joram.madeira.gov.pt/joram/2serie/Ano de 2018/IISerie-145-2018-09-21.pdf
2018-10-01,2018-10-07,1.539,1.308,0.842,1.689,https://joram.madeira.gov.pt/joram/2serie/Ano de 2018/IISerie-150-2018-09-28Supl2.pdf
2018-10-08,2018-10-14,1.538,1.315,0.848,1.688,https://joram.madeira.gov.pt/joram/2serie/Ano de 2018/IISerie-154-2018-10-04Supl.pdf
2018-10-15,2018-10-21,1.555,1.346,0.876,1.705,https://joram.madeira.gov.pt/joram/2serie/Ano de 2018/IISerie-159-2018-10-12Supl.pdf
2018-10-22,2018-10-28,1.548,1.353,0.883,1.698,https://joram.madeira.gov.pt/joram/2serie/Ano de 2018/IISerie-164-2018-10-19.pdf
2018-10-29,2018-11-04,1.545,1.352,0.882,1.695,https://joram.madeira.gov.pt/joram/2serie/Ano de 2018/IISerie-169-2018-10-26Supl.pdf
2018-11-05,2018-11-11,1.548,1.353,0.888,1.698,https://joram.madeira.gov.pt/joram/2serie/Ano de 2018/IISerie-172-2018-11-02Supl2.pdf
2018-11-12,2018-11-18,1.548,1.36,0.893,1.698,https://joram.madeira.gov.pt/joram/2serie/Ano de 2018/IISerie-176-2018-11-09Supl.pdf
2018-11-19,2018-11-25,1.533,1.35,0.885,1.683,https://joram.madeira.gov.pt/joram/2serie/Ano de 2018/IISerie-180-2018-11-16.pdf
2018-11-26,2018-12-02,1.513,1.334,0.869,1.663,https://joram.madeira.gov.pt/joram/2serie/Ano de 2018/IISerie-182-2018-11-23.pdf
2018-12-03,2018-12-09,1.491,1.311,0.851,1.641,https://joram.madeira.gov.pt/joram/2serie/Ano de 2018/IISerie-187-2018-11-30Supl.pdf
2018-12-10,2018-12-16,1.466,1.287,0.828,1.616,https://joram.madeira.gov.pt/joram/2serie/Ano de 2018/IISerie-191-2018-12-07Supl.pdf
2018-12-17,2018-12-23,1.444,1.266,0.809,1.594,https://joram.madeira.gov.pt/joram/2serie/Ano de 2018/IISerie-194-2018-12-14Supl.pdf
2018-12-24,2018-12-30,1.428,1.25,0.795,1.578,https://joram.madeira.gov.pt/joram/2serie/Ano de 2018/IISerie-199-2018-12-21Supl.pdf
2019-01-07,2019-01-13,1.429,1.257,0.795,1.579,https://joram.madeira.gov.pt/joram/2serie/Ano de 2019/IISerie-003-2019-01-04Supl.pdf
2019-01-14,2019-01-20,1.39,1.211,0.752,1.54,https://joram.madeira.gov.pt/joram/2serie/Ano de 2019/IISerie-006-2019-01-11Supl.pdf
2019-01-21,2019-01-27,1.394,1.219,0.76,1.544,https://joram.madeira.gov.pt/joram/2serie/Ano de 2019/IISerie-011-2019-01-18.pdf
2019-01-28,2019-02-03,1.395,1.231,0.77,1.545,https://joram.madeira.gov.pt/joram/2serie/Ano de 2019/IISerie-015-2019-01-25Supl2.pdf
2019-02-04,2019-02-10,1.395,1.249,0.775,1.545,https://joram.madeira.gov.pt/joram/2serie/Ano de 2019/IISerie-019-2019-02-01.pdf
2019-02-11,2019-02-17,1.395,1.251,0.776,1.545,https://joram.madeira.gov.pt/joram/2serie/Ano de 2019/IISerie-023-2019-02-08Supl.pdf
2019-02-18,2019-02-24,1.396,1.254,0.779,1.546,https://joram.madeira.gov.pt/joram/2serie/Ano de 2019/IISerie-028-2019-02-15Supl.pdf
2019-02-25,2019-03-03,1.409,1.266,0.79,1.559,https://joram.madeira.gov.pt/joram/2serie/Ano de 2019/IISerie-033-2019-02-22Supl.pdf
2019-03-04,2019-03-10,1.415,1.28,0.804,1.565,https://joram.madeira.gov.pt/joram/2serie/Ano de 2019/IISerie-038-2019-03-01.pdf
2019-03-11,2019-03-17,1.424,1.285,0.81,1.574,https://joram.madeira.gov.pt/joram/2serie/Ano de 2019/IISerie-041-2019-03-08Supl.pdf
2019-03-18,2019-03-24,1.43,1.289,0.813,1.58,https://joram.madeira.gov.pt/joram/2serie/Ano de 2019/IISerie-046-2019-03-15.pdf
2019-03-25,2019-03-31,1.433,1.289,0.813,1.583,https://joram.madeira.gov.pt/joram/2serie/Ano de 2019/IISerie-050-2019-03-22.pdf
2019-04-01,2019-04-07,1.449,1.284,0.812,1.599,https://joram.madeira.gov.pt/joram/2serie/Ano de 2019/IISerie-055-2019-03-29Supl2.pdf
2019-04-08,2019-04-14,1.467,1.28,0.809,1.617,https://joram.madeira.gov.pt/joram/2serie/Ano de 2019/IISerie-058-2019-04-05Supl.pdf
2019-04-15,2019-04-21,1.486,1.285,0.813,1.636,https://joram.madeira.gov.pt/joram/2serie/Ano de 2019/IISerie-063-2019-04-12Supl.pdf
2019-04-29,2019-05-05,1.508,1.296,0.824,1.658,https://joram.madeira.gov.pt/joram/2serie/Ano de 2019/IISerie-068-2019-04-23.pdf
2019-05-06,2019-05-12,1.536,1.311,0.84,1.686,https://joram.madeira.gov.pt/joram/2serie/Ano de 2019/IISerie-074-2019-05-03Supl2.pdf
2019-05-13,2019-05-19,1.546,1.315,0.844,1.696,https://joram.madeira.gov.pt/joram/2serie/Ano de 2019/IISerie-078-2019-05-10Supl.pdf
2019-05-20,2019-05-26,1.541,1.309,0.839,1.691,https://joram.madeira.gov.pt/joram/2serie/Ano de 2019/IISerie-083-2019-05-17Supl.pdf
2019-05-27,2019-06-02,1.55,1.313,0.842,1.7,https://joram.madeira.gov.pt/joram/2serie/Ano de 2019/IISerie-088-2019-05-24Supl2.pdf
2019-06-03,2019-06-09,1.552,1.304,0.841,1.702,https://joram.madeira.gov.pt/joram/2serie/Ano de 2019/IISerie-093-2019-05-31Supl.pdf
2019-06-10,2019-06-16,1.548,1.295,0.833,1.698,https://joram.madeira.gov.pt/joram/2serie/Ano de 2019/IISerie-097-2019-06-07Supl.pdf
2019-06-17,2019-06-23,1.516,1.264,0.805,1.666,https://joram.madeira.gov.pt/joram/2serie/Ano de 2019/IISerie-101-2019-06-14Supl.pdf
2019-06-24,2019-06-30,1.502,1.249,0.791,1.652,https://joram.madeira.gov.pt/joram/2serie/Ano de 2019/IISerie-105-2019-06-21Supl.pdf
2019-07-01,2019-07-07,1.497,1.246,0.789,1.647,https://joram.madeira.gov.pt/joram/2serie/Ano de 2019/IISerie-109-2019-06-28Supl.pdf
2019-07-08,2019-07-14,1.498,1.248,0.791,1.648,https://joram.madeira.gov.pt/joram/2serie/Ano de 2019/IISerie-113-2019-07-05.pdf
2019-07-15,2019-07-21,1.496,1.243,0.787,1.646,https://joram.madeira.gov.pt/joram/2serie/Ano de 2019/IISerie-117-2019-07-12Supl2.pdf
2019-07-22,2019-07-28,1.509,1.253,0.795,1.659,https://joram.madeira.gov.pt/joram/2serie/Ano de 2019/IISerie-120-2019-07-19Supl.pdf
2019-07-29,2019-08-04,1.498,1.251,0.794,1.648,https://joram.madeira.gov.pt/joram/2serie/Ano de 2019/IISerie-125-2019-07-26Supl.pdf
2019-08-05,2019-08-11,1.503,1.256,0.794,1.653,https://joram.madeira.gov.pt/joram/2serie/Ano de 2019/IISerie-129-2019-08-01Supl.pdf
2019-08-12,2019-08-18,1.503,1.257,0.795,1.653,https://joram.madeira.gov.pt/joram/2serie/Ano de 2019/IISerie-133-2019-08-09Supl3.pdf
2019-08-19,2019-08-25,1.484,1.24,0.779,1.634,https://joram.madeira.gov.pt/joram/2serie/Ano de 2019/IISerie-137-2019-08-16Supl.pdf
2019-08-26,2019-09-01,1.482,1.244,0.783,1.632,https://joram.madeira.gov.pt/joram/2serie/Ano de 2019/IISerie-141-2019-08-23.pdf
2019-09-02,2019-09-08,1.478,1.241,0.781,1.628,https://joram.madeira.gov.pt/joram/2serie/Ano de 2019/IISerie-146-2019-08-30Supl.pdf
2019-09-09,2019-09-15,1.473,1.24,0.78,1.623,https://joram.madeira.gov.pt/joram/2serie/Ano de 2019/IISerie-151-2019-09-06Supl.pdf
2019-09-16,2019-09-22,1.475,1.247,0.786,1.625,https://joram.madeira.gov.pt/joram/2serie/Ano de 2019/IISerie-155-2019-09-13Supl.pdf
2019-09-30,2019-10-06,1.492,1.276,0.813,1.642,https://joram.madeira.gov.pt/joram/2serie/Ano de 2019/IISerie-164-2019-09-27Supl2.pdf
2019-10-07,2019-10-13,1.487,1.275,0.812,1.637,https://joram.madeira.gov.pt/joram/2serie/Ano de 2019/IISerie-168-2019-10-04Supl.pdf
2019-10-14,2019-10-20,1.483,1.266,0.803,1.633,https://joram.madeira.gov.pt/joram/2serie/Ano de 2019/IISerie-173-2019-10-11Supl.pdf
2019-10-21,2019-10-27,1.478,1.265,0.802,1.628,https://joram.madeira.gov.pt/joram/2serie/Ano de 2019/IISerie-178-2019-10-18Supl3.pdf
2019-10-28,2019-11-03,1.474,1.264,0.801,1.624,https://joram.madeira.gov.pt/joram/2serie/Ano de 2019/IISerie-182-2019-10-25Supl2.pdf
2019-11-04,2019-11-10,1.474,1.259,0.799,1.624,https://joram.madeira.gov.pt/joram/2serie/Ano de 2019/IISerie-185-2019-10-31.pdf
2019-11-11,2019-11-17,1.477,1.26,0.799,1.627,https://joram.madeira.gov.pt/joram/2serie/Ano de 2019/IISerie-189-2019-11-08Supl2.pdf
2019-11-18,2019-11-24,1.483,1.261,0.801,1.633,https://joram.madeira.gov.pt/joram/2serie/Ano de 2019/IISerie-194-2019-11-15Supl2.pdf
2019-11-25,2019-12-01,1.482,1.262,0.801,1.632,https://joram.madeira.gov.pt/joram/2serie/Ano de 2019/IISerie-199-2019-11-22Supl2.pdf
2019-12-02,2019-12-08,1.483,1.269,0.8,1.633,https://joram.madeira.gov.pt/joram/2serie/Ano de 2019/IISerie-204-2019-11-29Supl3.pdf
2019-12-09,2019-12-15,1.484,1.272,0.803,1.634,https://joram.madeira.gov.pt/joram/2serie/Ano de 2019/IISerie-209-2019-12-06Supl.pdf
2019-12-16,2019-12-22,1.482,1.273,0.803,1.632,https://joram.madeira.gov.pt/joram/2serie/Ano de 2019/IISerie-214-2019-12-13Supl2.pdf
2019-12-23,2019-12-29,1.478,1.277,0.808,1.628,https://joram.madeira.gov.pt/joram/2serie/Ano de 2019/IISerie-219-2019-12-20Supl2.pdf
2020-01-06,2020-01-12,1.476,1.285,0.808,1.626,https://joram.madeira.gov.pt/joram/2serie/Ano de 2020/IISerie-002-2020-01-03Supl3.pdf
2020-01-13,2020-01-19,1.502,1.321,0.841,1.652,https://joram.madeira.gov.pt/joram/2serie/Ano de 2020/IISerie-007-2020-01-10Supl3.pdf
2020-01-20,2020-01-26,1.5,1.319,0.839,1.65,https://joram.madeira.gov.pt/joram/2serie/Ano de 2020/IISerie-012-2020-01-17Supl2.pdf
2020-01-27,2020-02-02,1.497,1.308,0.829,1.647,https://joram.madeira.gov.pt/joram/2serie/Ano de 2020/IISerie-017-2020-01-24Supl2.pdf
2020-02-03,2020-02-09,1.49,1.295,0.819,1.64,https://joram.madeira.gov.pt/joram/2serie/Ano de 2020/IISerie-022-2020-01-31.pdf
2020-02-10,2020-02-16,1.478,1.272,0.798,1.628,https://joram.madeira.gov.pt/joram/2serie/Ano de 2020/IISerie-027-2020-02-07.pdf
2020-02-17,2020-02-23,1.471,1.256,0.783,1.621,https://joram.madeira.gov.pt/joram/2serie/Ano de 2020/IISerie-032-2020-02-14.pdf
2020-02-24,2020-03-01,1.473,1.252,0.78,1.623,https://joram.madeira.gov.pt/joram/2serie/Ano de 2020/IISerie-037-2020-02-21Supl.pdf
2020-03-02,2020-03-08,1.405,1.147,0.671,1.555,https://joram.madeira.gov.pt/joram/2serie/Ano de 2020/IISerie-041-2020-02-28Supl2.pdf
2020-03-09,2020-03-15,1.473,1.248,0.764,1.623,https://joram.madeira.gov.pt/joram/2serie/Ano de 2020/IISerie-046-2020-03-06Supl4.pdf
2020-03-16,2020-03-22,1.451,1.226,0.743,1.601,https://joram.madeira.gov.pt/joram/2serie/Ano de 2020/IISerie-051-2020-03-13.pdf
2020-03-23,2020-03-29,1.395,1.175,0.696,1.545,https://joram.madeira.gov.pt/joram/2serie/Ano de 2020/IISerie-056-2020-03-20Supl.pdf
2020-03-30,2020-04-05,1.35,1.141,0.665,1.5,https://joram.madeira.gov.pt/joram/2serie/Ano de 2020/IISerie-062-2020-03-27Supl.pdf
2020-04-06,2020-04-12,1.333,1.144,0.652,1.483,https://joram.madeira.gov.pt/joram/2serie/Ano de 2020/IISerie-066-2020-04-03Supl.pdf
2020-04-20,2020-04-26,1.318,1.132,0.642,1.468,https://joram.madeira.gov.pt/joram/2serie/Ano de 2020/IISerie-074-2020-04-16Supl2.pdf
2020-04-27,2020-05-03,1.299,1.112,0.623,1.449,https://joram.madeira.gov.pt/joram/2serie/Ano de 2020/IISerie-080-2020-04-24Supl2.pdf
2020-05-04,2020-05-10,1.269,1.093,0.599,1.419,https://joram.madeira.gov.pt/joram/2serie/Ano de 2020/IISerie-084-2020-04-30Supl.pdf
2020-05-11,2020-05-17,1.264,1.08,0.587,1.414,https://joram.madeira.gov.pt/joram/2serie/Ano de 2020/IISerie-089-2020-05-08Supl.pdf
2020-05-18,2020-05-24,1.272,1.076,0.583,1.422,https://joram.madeira.gov.pt/joram/2serie/Ano de 2020/IISerie-094-2020-05-15Supl.pdf
2020-05-25,2020-05-31,1.278,1.075,0.582,1.428,https://joram.madeira.gov.pt/joram/2serie/Ano de 2020/IISerie-099-2020-05-22Supl.pdf
2020-06-01,2020-06-07,1.286,1.089,0.594,1.436,https://joram.madeira.gov.pt/joram/2serie/Ano de 2020/IISerie-104-2020-05-29Supl.pdf
2020-06-08,2020-06-14,1.294,1.095,0.599,1.444,https://joram.madeira.gov.pt/joram/2serie/Ano de 2020/IISerie-109-2020-06-05.pdf
2020-06-15,2020-06-21,1.309,1.103,0.607,1.459,https://joram.madeira.gov.pt/joram/2serie/Ano de 2020/IISerie-112-2020-06-12Supl.pdf
2020-06-22,2020-06-28,1.323,1.115,0.617,1.473,https://joram.madeira.gov.pt/joram/2serie/Ano de 2020/IISerie-117-2020-06-19Supl3.pdf
2020-06-29,2020-07-05,1.342,1.124,0.626,1.492,https://joram.madeira.gov.pt/joram/2serie/Ano de 2020/IISerie-122-2020-06-26Supl.pdf
2020-07-06,2020-07-12,1.339,1.126,0.634,1.489,https://joram.madeira.gov.pt/joram/2serie/Ano de 2020/IISerie-126-2020-07-03.pdf
2020-07-13,2020-07-19,1.34,1.127,0.635,1.49,https://joram.madeira.gov.pt/joram/2serie/Ano de 2020/IISerie-131-2020-07-10.pdf
2020-07-20,2020-07-26,1.361,1.142,0.648,1.511,https://joram.madeira.gov.pt/joram/2serie/Ano de 2020/IISerie-135-2020-07-17.pdf
2020-07-27,2020-08-02,1.355,1.14,0.646,1.505,https://joram.madeira.gov.pt/joram/2serie/Ano de 2020/IISerie-139-2020-07-24Supl.pdf
