start_date,end_date,gasolina_IO95,gasoleo_rodoviario,gasoleo_colorido_marcado,gasolina_IO98,pdf_url
2024-01-01,2024-01-07,1.539,1.34,1.022,1.689,https://joram.madeira.gov.pt/joram/2serie/Ano de 2023/IISerie-240-2023-12-29Supl3.pdf
2024-01-08,2024-01-14,1.541,1.333,1.015,1.691,https://joram.madeira.gov.pt/joram/2serie/Ano de 2024/IISerie-003-2024-01-05.pdf
2024-01-15,2024-01-21,1.542,1.321,1.003,1.692,https://joram.madeira.gov.pt/joram/2serie/Ano de 2024/IISerie-008-2024-01-12.pdf
2024-01-22,2024-01-28,1.543,1.33,1.011,1.693,https://joram.madeira.gov.pt/joram/2serie/Ano de 2024/IISerie-013-2024-01-19Supl.pdf
2024-01-29,2024-02-04,1.561,1.348,1.028,1.711,https://joram.madeira.gov.pt/joram/2serie/Ano de 2024/IISerie-018-2024-01-26Supl.pdf
2024-02-05,2024-02-11,1.579,1.368,1.048,1.729,https://joram.madeira.gov.pt/joram/2serie/Ano de 2024/IISerie-023-2024-02-02.pdf
2024-02-12,2024-02-18,1.587,1.386,1.066,1.737,https://joram.madeira.gov.pt/joram/2serie/Ano de 2024/IISerie-028-2024-02-09Supl.pdf
2024-02-19,2024-02-25,1.596,1.403,1.083,1.746,https://joram.madeira.gov.pt/joram/2serie/Ano de 2024/IISerie-031-2024-02-16.pdf
2024-02-26,2024-03-03,1.618,1.417,1.097,1.768,https://joram.madeira.gov.pt/joram/2serie/Ano de 2024/IISerie-036-2024-02-23Supl.pdf
2024-03-04,2024-03-10,1.615,1.4,1.08,1.765,https://joram.madeira.gov.pt/joram/2serie/Ano de 2024/IISerie-041-2024-03-01Supl.pdf
2024-03-11,2024-03-17,1.621,1.392,1.072,1.771,https://joram.madeira.gov.pt/joram/2serie/Ano de 2024/IISerie-046-2024-03-08Supl.pdf
2024-03-18,2024-03-24,1.62,1.38,1.061,1.77,https://joram.madeira.gov.pt/joram/2serie/Ano de 2024/IISerie-050-2024-03-15Supl2.pdf
2024-03-25,2024-03-31,1.628,1.377,1.058,1.778,https://joram.madeira.gov.pt/joram/2serie/Ano de 2024/IISerie-054-2024-03-22.pdf
2024-04-01,2024-04-07,1.657,1.391,1.071,1.807,https://joram.madeira.gov.pt/joram/2serie/Ano de 2024/IISerie-057-2024-03-27.pdf
2024-04-08,2024-04-14,1.677,1.381,1.062,1.827,https://joram.madeira.gov.pt/joram/2serie/Ano de 2024/IISerie-062-2024-04-05Supl.pdf
2024-04-15,2024-04-21,1.688,1.401,1.082,1.838,https://joram.madeira.gov.pt/joram/2serie/Ano de 2024/IISerie-067-2024-04-12.pdf
2024-04-22,2024-04-28,1.688,1.391,1.072,1.838,https://joram.madeira.gov.pt/joram/2serie/Ano de 2024/IISerie-072-2024-04-19Supl.pdf
2024-04-29,2024-05-05,1.699,1.372,1.053,1.849,https://joram.madeira.gov.pt/joram/2serie/Ano de 2024/IISerie-076-2024-04-26Supl2.pdf
2024-05-06,2024-05-12,1.688,1.358,1.039,1.838,https://joram.madeira.gov.pt/joram/2serie/Ano de 2024/IISerie-080-2024-05-03Supl.pdf
2024-05-13,2024-05-19,1.671,1.341,1.022,1.821,https://joram.madeira.gov.pt/joram/2serie/Ano de 2024/IISerie-085-2024-05-10.pdf
2024-05-20,2024-05-26,1.641,1.336,1.017,1.791,https://joram.madeira.gov.pt/joram/2serie/Ano de 2024/IISerie-089-2024-05-17Supl.pdf
2024-05-27,2024-06-02,1.634,1.324,1.006,1.784,https://joram.madeira.gov.pt/joram/2serie/Ano de 2024/IISerie-093-2024-05-24Supl.pdf
2024-06-03,2024-06-09,1.63,1.323,1.005,1.78,https://joram.madeira.gov.pt/joram/2serie/Ano de 2024/IISerie-096-2024-05-31Supl.pdf
2024-06-10,2024-06-16,1.618,1.322,1.004,1.768,https://joram.madeira.gov.pt/joram/2serie/Ano de 2024/IISerie-101-2024-06-07Supl.pdf
2024-06-17,2024-06-23,1.593,1.299,0.982,1.743,https://joram.madeira.gov.pt/joram/2serie/Ano de 2024/IISerie-105-2024-06-14.pdf
2024-06-24,2024-06-30,1.598,1.322,1.004,1.748,https://joram.madeira.gov.pt/joram/2serie/Ano de 2024/IISerie-109-2024-06-21Supl2.pdf
2024-07-01,2024-07-07,1.612,1.35,1.032,1.762,https://joram.madeira.gov.pt/joram/2serie/Ano de 2024/IISerie-114-2024-06-28.pdf
2024-07-08,2024-07-14,1.623,1.358,1.04,1.773,https://joram.madeira.gov.pt/joram/2serie/Ano de 2024/IISerie-118-2024-07-05Supl3.pdf
2024-07-15,2024-07-21,1.635,1.367,1.048,1.785,https://joram.madeira.gov.pt/joram/2serie/Ano de 2024/IISerie-123-2024-07-12Supl4.pdf
2024-07-22,2024-07-28,1.621,1.346,1.029,1.771,https://joram.madeira.gov.pt/joram/2serie/Ano de 2024/IISerie-128-2024-07-19Supl.pdf
2024-07-29,2024-08-04,1.612,1.331,1.015,1.762,https://joram.madeira.gov.pt/joram/2serie/Ano de 2024/IISerie-133-2024-07-26Supl3.pdf
2024-08-05,2024-08-11,1.601,1.321,1.005,1.751,https://joram.madeira.gov.pt/joram/2serie/Ano de 2024/IISerie-138-2024-08-02.pdf
2024-08-12,2024-08-18,1.601,1.314,0.997,1.751,https://joram.madeira.gov.pt/joram/2serie/Ano de 2024/IISerie-143-2024-08-09Supl4.pdf
2024-08-19,2024-08-25,1.58,1.299,0.982,1.73,https://joram.madeira.gov.pt/joram/2serie/Ano de 2024/IISerie-147-2024-08-16Supl.pdf
2024-08-26,2024-09-01,1.582,1.304,0.987,1.732,https://joram.madeira.gov.pt/joram/2serie/Ano de 2024/IISerie-151-2024-08-23.pdf
2024-09-02,2024-09-08,1.55,1.274,0.957,1.7,https://joram.madeira.gov.pt/joram/2serie/Ano de 2024/IISerie-156-2024-08-30Supl2.pdf
2024-09-09,2024-09-15,1.539,1.274,0.957,1.689,https://joram.madeira.gov.pt/joram/2serie/Ano de 2024/IISerie-161-2024-09-06Supl.pdf
2024-09-16,2024-09-22,1.503,1.255,0.938,1.653,https://joram.madeira.gov.pt/joram/2serie/Ano de 2024/IISerie-166-2024-09-13Supl2.pdf
2024-09-23,2024-09-29,1.495,1.246,0.929,1.645,https://joram.madeira.gov.pt/joram/2serie/Ano de 2024/IISerie-171-2024-09-20Supl2.pdf
2024-09-30,2024-10-06,1.506,1.247,0.93,1.656,https://joram.madeira.gov.pt/joram/2serie/Ano de 2024/IISerie-176-2024-09-27Supl.pdf
2024-10-07,2024-10-13,1.503,1.253,0.936,1.653,https://joram.madeira.gov.pt/joram/2serie/Ano de 2024/IISerie-181-2024-10-04.pdf
2024-10-14,2024-10-20,1.519,1.266,0.948,1.669,https://joram.madeira.gov.pt/joram/2serie/Ano de 2024/IISerie-186-2024-10-11.pdf
2024-10-21,2024-10-27,1.542,1.287,0.969,1.692,https://joram.madeira.gov.pt/joram/2serie/Ano de 2024/IISerie-191-2024-10-18Supl.pdf
2024-10-28,2024-11-03,1.541,1.27,0.953,1.691,https://joram.madeira.gov.pt/joram/2serie/Ano de 2024/IISerie-196-2024-10-25Supl.pdf
2024-11-04,2024-11-10,1.547,1.272,0.955,1.697,https://joram.madeira.gov.pt/joram/2serie/Ano de 2024/IISerie-200-2024-10-31Supl3.pdf
2024-11-11,2024-11-17,1.522,1.267,0.949,1.672,https://joram.madeira.gov.pt/joram/2serie/Ano de 2024/IISerie-205-2024-11-08Supl3.pdf
2024-11-18,2024-11-24,1.531,1.289,0.969,1.681,https://joram.madeira.gov.pt/joram/2serie/Ano de 2024/IISerie-209-2024-11-15Supl2.pdf
2024-11-25,2024-12-01,1.536,1.29,0.97,1.686,https://joram.madeira.gov.pt/joram/2serie/Ano de 2024/IISerie-213-2024-11-22Supl.pdf
2024-12-02,2024-12-08,1.556,1.309,0.988,1.706,https://joram.madeira.gov.pt/joram/2serie/Ano de 2024/IISerie-218-2024-11-29Supl.pdf
2024-12-09,2024-12-15,1.547,1.309,0.988,1.697,https://joram.madeira.gov.pt/joram/2serie/Ano de 2024/IISerie-223-2024-12-06Supl.pdf
2024-12-16,2024-12-22,1.543,1.301,0.98,1.693,https://joram.madeira.gov.pt/joram/2serie/Ano de 2024/IISerie-227-2024-12-13Supl2.pdf
2024-12-23,2024-12-29,1.556,1.306,0.985,1.706,https://joram.madeira.gov.pt/joram/2serie/Ano de 2024/IISerie-232-2024-12-20Supl.pdf
2024-12-30,2025-01-05,1.561,1.319,0.996,1.711,https://joram.madeira.gov.pt/joram/2serie/Ano de 2024/IISerie-233-2024-12-27Supl2.pdf
2025-01-06,2025-01-12,1.562,1.321,0.998,1.712,https://joram.madeira.gov.pt/joram/2serie/Ano de 2025/IISerie-002-2025-01-03.pdf
2025-01-13,2025-01-19,1.589,1.343,1.018,1.739,https://joram.madeira.gov.pt/joram/2serie/Ano de 2025/IISerie-007-2025-01-10Supl.pdf
2025-01-20,2025-01-26,1.593,1.35,1.025,1.743,https://joram.madeira.gov.pt/joram/2serie/Ano de 2025/IISerie-012-2025-01-17.pdf
2025-01-27,2025-02-02,1.614,1.388,1.063,1.764,https://joram.madeira.gov.pt/joram/2serie/Ano de 2025/IISerie-017-2025-01-24Supl.pdf
2025-02-03,2025-02-09,1.609,1.411,1.048,1.759,https://joram.madeira.gov.pt/joram/2serie/Ano de 2025/IISerie-022-2025-01-31Supl.pdf
2025-02-10,2025-02-16,1.604,1.411,1.029,1.754,https://joram.madeira.gov.pt/joram/2serie/Ano de 2025/IISerie-027-2025-02-07.pdf
2025-02-17,2025-02-23,1.613,1.43,1.03,1.763,https://joram.madeira.gov.pt/joram/2serie/Ano de 2025/IISerie-032-2025-02-14.pdf
2025-02-24,2025-03-02,1.614,1.443,1.041,1.764,https://joram.madeira.gov.pt/joram/2serie/Ano de 2025/IISerie-037-2025-02-21Supl.pdf
2025-03-03,2025-03-09,1.607,1.458,1.048,1.757,https://joram.madeira.gov.pt/joram/2serie/Ano de 2025/IISerie-041-2025-02-28Supl.pdf
2025-03-10,2025-03-16,1.589,1.458,1.029,1.739,https://joram.madeira.gov.pt/joram/2serie/Ano de 2025/IISerie-045-2025-03-07.pdf
2025-03-17,2025-03-23,1.555,1.448,1.001,1.705,https://joram.madeira.gov.pt/joram/2serie/Ano de 2025/IISerie-050-2025-03-14Supl.pdf
2025-03-24,2025-03-30,1.546,1.426,0.981,1.696,https://joram.madeira.gov.pt/joram/2serie/Ano de 2025/IISerie-055-2025-03-21Supl2.pdf
2025-03-31,2025-04-06,1.561,1.439,0.981,1.711,https://joram.madeira.gov.pt/joram/2serie/Ano de 2025/IISerie-059-2025-03-28Supl2.pdf
2025-04-07,2025-04-13,1.598,1.456,0.997,1.748,https://joram.madeira.gov.pt/joram/2serie/Ano de 2025/IISerie-063-2025-04-04Supl.pdf
2025-04-14,2025-04-20,1.597,1.447,0.988,1.747,https://joram.madeira.gov.pt/joram/2serie/Ano de 2025/IISerie-067-2025-04-11Supl2.pdf
2025-04-21,2025-04-27,1.546,1.4,0.941,1.696,https://joram.madeira.gov.pt/joram/2serie/Ano de 2025/IISerie-070-2025-04-16.pdf
2025-04-28,2025-05-04,1.54,1.392,0.933,1.69,https://joram.madeira.gov.pt/joram/2serie/Ano de 2025/IISerie-074-2025-04-24Supl2.pdf
2025-05-05,2025-05-11,1.553,1.404,0.944,1.703,https://joram.madeira.gov.pt/joram/2serie/Ano de 2025/IISerie-078-2025-05-02.pdf
2025-05-12,2025-05-18,1.537,1.389,0.929,1.687,https://joram.madeira.gov.pt/joram/2serie/Ano de 2025/IISerie-083-2025-05-09Supl.pdf
2025-05-19,2025-05-25,1.536,1.381,0.921,1.686,https://joram.madeira.gov.pt/joram/2serie/Ano de 2025/IISerie-088-2025-05-16.pdf
2025-05-26,2025-06-01,1.561,1.409,0.946,1.711,https://joram.madeira.gov.pt/joram/2serie/Ano de 2025/IISerie-093-2025-05-23Supl.pdf
2025-06-02,2025-06-08,1.555,1.401,0.939,1.705,https://joram.madeira.gov.pt/joram/2serie/Ano de 2025/IISerie-097-2025-05-30Supl.pdf
2025-06-09,2025-06-15,1.548,1.395,0.932,1.698,https://joram.madeira.gov.pt/joram/2serie/Ano de 2025/IISerie-102-2025-06-06.pdf
2025-06-16,2025-06-22,1.551,1.399,0.936,1.701,https://joram.madeira.gov.pt/joram/2serie/Ano de 2025/IISerie-106-2025-06-13Supl.pdf
2025-06-23,2025-06-29,1.565,1.416,0.952,1.715,https://joram.madeira.gov.pt/joram/2serie/Ano de 2025/IISerie-109-2025-06-20Supl2.pdf
2025-06-30,2025-07-06,1.583,1.47,1.006,1.733,https://joram.madeira.gov.pt/joram/2serie/Ano de 2025/IISerie-114-2025-06-27Supl.pdf
2025-07-07,2025-07-13,1.566,1.45,0.986,1.716,https://joram.madeira.gov.pt/joram/2serie/Ano de 2025/IISerie-118-2025-07-04Supl.pdf
2025-07-14,2025-07-20,1.551,1.447,0.982,1.701,https://joram.madeira.gov.pt/joram/2serie/Ano de 2025/IISerie-123-2025-07-11Supl.pdf
2025-07-21,2025-07-27,1.566,1.477,1.011,1.716,https://joram.madeira.gov.pt/joram/2serie/Ano de 2025/IISerie-128-2025-07-18Supl.pdf
2025-07-28,2025-08-03,1.565,1.473,1.007,1.715,https://joram.madeira.gov.pt/joram/2serie/Ano de 2025/IISerie-133-2025-07-25Supl2.pdf
2025-08-04,2025-08-10,1.558,1.468,1.002,1.708,https://joram.madeira.gov.pt/joram/2serie/Ano de 2025/IISerie-137-2025-07-31.pdf
2025-08-11,2025-08-17,1.581,1.463,0.997,1.731,https://joram.madeira.gov.pt/joram/2serie/Ano de 2025/IISerie-142-2025-08-08Supl.pdf
2025-08-18,2025-08-24,1.575,1.44,0.974,1.725,https://joram.madeira.gov.pt/joram/2serie/Ano de 2025/IISerie-146-2025-08-14Supl.pdf
2025-08-25,2025-08-31,1.571,1.424,0.958,1.721,https://joram.madeira.gov.pt/joram/2serie/Ano de 2025/IISerie-150-2025-08-22Supl2.pdf
2025-09-01,2025-09-07,1.575,1.428,0.962,1.725,https://joram.madeira.gov.pt/joram/2serie/Ano de 2025/IISerie-155-2025-08-29.pdf
2025-09-08,2025-09-14,1.576,1.431,0.965,1.726,https://joram.madeira.gov.pt/joram/2serie/Ano de 2025/IISerie-160-2025-09-05Supl.pdf
2025-09-15,2025-09-21,1.589,1.448,0.981,1.739,https://joram.madeira.gov.pt/joram/2serie/Ano de 2025/IISerie-165-2025-09-12Supl2.pdf
2025-09-22,2025-09-28,1.588,1.445,0.977,1.738,https://joram.madeira.gov.pt/joram/2serie/Ano de 2025/IISerie-170-2025-09-19Supl2.pdf
2025-09-29,2025-10-05,1.594,1.452,0.984,1.744,https://joram.madeira.gov.pt/joram/2serie/Ano de 2025/IISerie-175-2025-09-26.pdf
2025-10-06,2025-10-12,1.587,1.455,0.987,1.737,https://joram.madeira.gov.pt/joram/2serie/Ano de 2025/IISerie-179-2025-10-03Supl.pdf
2025-10-13,2025-10-19,1.582,1.44,0.971,1.732,https://joram.madeira.gov.pt/joram/2serie/Ano de 2025/IISerie-184-2025-10-10Supl.pdf
2025-10-20,2025-10-26,1.58,1.432,0.963,1.73,https://joram.madeira.gov.pt/joram/2serie/Ano de 2025/IISerie-189-2025-10-17Supl4.pdf
2025-10-27,2025-11-02,1.579,1.419,0.95,1.729,https://joram.madeira.gov.pt/joram/2serie/Ano de 2025/IISerie-194-2025-10-24Supl.pdf
2025-11-03,2025-11-09,1.57,1.434,0.964,1.72,https://joram.madeira.gov.pt/joram/2serie/Ano de 2025/IISerie-199-2025-10-31.pdf
2025-11-10,2025-11-16,1.587,1.475,1.002,1.737,https://joram.madeira.gov.pt/joram/2serie/Ano de 2025/IISerie-203-2025-11-07.pdf
2025-11-17,2025-11-23,1.59,1.495,1.02,1.74,https://joram.madeira.gov.pt/joram/2serie/Ano de 2025/IISerie-208-2025-11-14Supl.pdf
2025-11-24,2025-11-30,1.616,1.5,1.025,1.766,https://joram.madeira.gov.pt/joram/2serie/Ano de 2025/IISerie-213-2025-11-21Supl2.pdf
2025-12-01,2025-12-07,1.608,1.523,1.046,1.758,https://joram.madeira.gov.pt/joram/2serie/Ano de 2025/IISerie-217-2025-11-28.pdf
2025-12-08,2025-12-14,1.581,1.476,0.999,1.731,https://joram.madeira.gov.pt/joram/2serie/Ano de 2025/IISerie-221-2025-12-05Supl.pdf
2025-12-15,2025-12-21,1.573,1.455,0.978,1.723,https://joram.madeira.gov.pt/joram/2serie/Ano de 2025/IISerie-225-2025-12-12.pdf
2025-12-22,2025-12-28,1.556,1.432,0.956,1.706,https://joram.madeira.gov.pt/joram/2serie/Ano de 2025/IISerie-230-2025-12-19Supl.pdf
2025-12-29,2026-01-04,1.534,1.41,0.935,1.684,https://joram.madeira.gov.pt/joram/2serie/Ano de 2025/IISerie-232-2025-12-23Supl2.pdf
2026-01-05,2026-01-11,1.537,1.411,0.935,1.687,https://joram.madeira.gov.pt/joram/2serie/Ano de 2026/IISerie-001-2026-01-02.pdf
2026-01-12,2026-01-18,1.539,1.419,0.943,1.689,https://joram.madeira.gov.pt/joram/2serie/Ano de 2026/IISerie-006-2026-01-09Supl.pdf
2026-01-19,2026-01-25,1.537,1.417,0.941,1.687,https://joram.madeira.gov.pt/joram/2serie/Ano de 2026/IISerie-011-2026-01-16Supl2.pdf
2026-01-26,2026-02-01,1.541,1.436,0.958,1.691,https://joram.madeira.gov.pt/joram/2serie/Ano de 2026/IISerie-016-2026-01-23.pdf
2026-02-02,2026-02-08,1.543,1.453,0.974,1.693,https://joram.madeira.gov.pt/joram/2serie/Ano de 2026/IISerie-020-2026-01-30Supl.pdf
2026-02-09,2026-02-15,1.543,1.465,0.985,1.693,https://joram.madeira.gov.pt/joram/2serie/Ano de 2026/IISerie-025-2026-02-06Supl.pdf
2026-02-16,2026-02-22,1.552,1.466,0.985,1.702,https://joram.madeira.gov.pt/joram/2serie/Ano de 2026/IISerie-030-2026-02-13Supl.pdf
2026-02-23,2026-03-01,1.562,1.463,0.982,1.712,https://joram.madeira.gov.pt/joram/2serie/Ano de 2026/IISerie-034-2026-02-20.pdf
2026-03-02,2026-03-08,1.567,1.483,1.001,1.717,https://joram.madeira.gov.pt/joram/2serie/Ano de 2026/IISerie-038-2026-02-27Supl.pdf
2026-03-09,2026-03-15,1.584,1.513,1.028,1.734,https://joram.madeira.gov.pt/joram/2serie/Ano de 2026/IISerie-042-2026-03-06Supl.pdf
2026-03-16,2026-03-22,1.656,1.7,1.216,1.806,https://joram.madeira.gov.pt/joram/2serie/Ano de 2026/IISerie-047-2026-03-13Supl.pdf
2026-03-23,2026-03-29,1.742,1.796,1.31,1.892,https://joram.madeira.gov.pt/joram/2serie/Ano de 2026/IISerie-051-2026-03-20Supl.pdf
2026-03-30,2026-04-05,1.822,1.927,1.459,1.972,https://joram.madeira.gov.pt/joram/2serie/Ano%20de%202026/IISerie-055-2026-03-27Supl2.pdf
2026-04-06,2026-04-12,1.817,1.953,1.482,1.967,https://joram.madeira.gov.pt/joram/2serie/Ano%20de%202026/IISerie-058-2026-04-01Supl.pdf
2026-04-13,2026-04-19,1.804,1.98,1.544,1.954,https://joram.madeira.gov.pt/joram/2serie/Ano%20de%202026/IISerie-063-2026-04-10Supl.pdf
2026-04-20,2026-04-26,1.777,1.933,1.5,1.927,https://joram.madeira.gov.pt/joram/2serie/Ano%20de%202026/IISerie-068-2026-04-17Supl.pdf
2026-04-27,2026-05-03,1.767,1.834,1.402,1.917,https://joram.madeira.gov.pt/joram/2serie/Ano%20de%202026/IISerie-073-2026-04-24.pdf
2026-05-04,2026-05-10,1.79,1.808,1.375,1.94,https://joram.madeira.gov.pt/joram/2serie/Ano%20de%202026/IISerie-077-2026-04-30Supl2.pdf
2026-05-11,2026-05-17,1.86,1.896,1.456,2.01,https://joram.madeira.gov.pt/joram/2serie/Ano%20de%202026/IISerie-082-2026-05-08Supl.pdf
